Gene	Condition1	Condition2	State
OR1N1	-3.680861	-3.592139	unchanging
OR1S1	-3.680861	-3.592139	unchanging
OR2AE1	-3.680861	-3.592139	unchanging
OR2B11	-3.680861	-3.592139	unchanging
OR2G2	-3.680861	-3.592139	unchanging
OR2K2	-3.680861	-3.592139	unchanging
OR2L3	-3.680861	-3.592139	unchanging
OR2M4	-3.680861	-3.592139	unchanging
OR2M7	-3.680861	-3.592139	unchanging
OR2T2	-3.680861	-3.592139	unchanging
OR2T3	-3.680861	-3.592139	unchanging
OR3A1	-3.680861	-3.592139	unchanging
OR3A3	-3.680861	-3.592139	unchanging
OR4C46	-3.680861	-3.592139	unchanging
OR4C6	-3.680861	-3.592139	unchanging
OR4D2	-3.680861	-3.592139	unchanging
OR4F16	-3.680861	-3.4401355	unchanging
OR51A4	-3.680861	-3.592139	unchanging
OR51B2	-3.680861	-3.592139	unchanging
OR51C1P	-3.680861	-3.592139	unchanging
OR51E2	-3.680861	-3.592139	unchanging
OR51I2	-3.680861	-3.592139	unchanging
OR52E8	-3.680861	2.9349036	up
OR52L1	-3.680861	-3.592139	unchanging
OR52N2	-3.680861	-3.592139	unchanging
OR56B1	-3.680861	-3.4401355	unchanging
OR5D14	-3.680861	-3.592139	unchanging
OR5D16	-3.680861	-3.592139	unchanging
OR5F1	-3.680861	-3.592139	unchanging
OR5H14	-3.680861	-3.592139	unchanging
OR5M10	-3.680861	-3.592139	unchanging
OR5P3	-3.680861	-3.592139	unchanging
OR5T2	-3.680861	-3.592139	unchanging
OR5T3	-3.680861	-3.592139	unchanging
OR5V1	-3.680861	-3.592139	unchanging
OR5W2	-3.680861	-3.592139	unchanging
OR6C1	-3.680861	-3.592139	unchanging
OR6C68	-3.680861	-3.592139	unchanging
OR6C76	-3.680861	-3.592139	unchanging
OR6J1	-3.680861	-3.592139	unchanging
OR6N1	-3.680861	-3.592139	unchanging
OR6T1	-3.680861	-3.592139	unchanging
OR7C1	-3.680861	-3.592139	unchanging
OR8D4	-3.680861	-3.592139	unchanging
OR8H2	-3.680861	-3.592139	unchanging
OR8J3	-3.680861	-3.592139	unchanging
OR9K2	-3.680861	-3.592139	unchanging
ORC6	4.747267	4.7790327	unchanging
OSBP	7.0151405	6.7898846	unchanging
OSGEPL1	3.641067	3.4906015	unchanging
OSM	-3.680861	-3.592139	unchanging
OSR1	-1.9438953	-1.8551732	unchanging
OSTN	-3.680861	-3.592139	unchanging
OSTN-AS1	-3.680861	-3.592139	unchanging
OTP	-2.528858	-3.592139	unchanging
OTUD6B	4.962995	4.9349036	unchanging
OTUD7B	4.833086	4.9174166	unchanging
OVOL1	0.7930702	0.9521816	unchanging
OXTR	1.2260296	1.9174162	unchanging
P2RX1	-3.680861	-3.592139	unchanging
P2RX5	-1.9438953	-0.85517323	unchanging
P2RX6	-3.680861	-3.4401355	unchanging
P2RX7	-1.528858	-0.63278085	unchanging
P2RY13	-3.680861	-3.592139	unchanging
P4HA1	5.946875	5.971375	unchanging
P4HA3	2.025731	1.9174162	unchanging
PACRG	-0.5288579	-1.1182077	unchanging
PACSIN2	5.6951437	5.502379	unchanging
PAF1	5.4683213	5.2358212	unchanging
PAIP1	6.0466814	5.8567805	unchanging
PAIP2	6.207544	6.35428	unchanging
PAIP2B	4.4311438	4.2877846	unchanging
PAK2	7.5345373	7.693006	unchanging
PALM2-AKAP2	2.49351	2.466755	unchanging
PALM3	2.1715817	1.9861289	unchanging
PANX2	2.5372312	2.1745741	unchanging
PAPD5	4.9223533	4.8125296	unchanging
PAPD7	4.9182253	4.548549	unchanging
PAPLN	1.4253385	1.1448267	unchanging
PAPPA	-3.528858	-1.4401357	unchanging
PAQR4	4.4253387	4.0990233	unchanging
PAQR8	3.341507	3.260304	unchanging
PARD3B	3.8974068	4.181916	unchanging
PARD6G	4.278497	4.2877846	unchanging
PARK2	-3.528858	-3.592139	unchanging
PARP14	-1.2069298	0.64732707	unchanging
PARP3	2.641067	2.7096112	unchanging
PASD1	-2.528858	-3.592139	unchanging
PATZ1	6.027648	5.934904	unchanging
PAX1	-3.680861	-3.592139	unchanging
PAX3	-3.680861	-3.592139	unchanging
PC	4.219335	4.3214154	unchanging
PCBP1	7.8248405	7.832494	unchanging
PCCA	4.974968	3.8727472	down
PCDH1	3.265558	3.6042583	unchanging
PCDH11X	2.1435673	2.4425075	unchanging
PCDH15	1.3780327	1.0834262	unchanging
PCDH18	3.3900054	2.582232	unchanging
PCDH9	6.5114317	6.744739	unchanging
PCDHA1	3.8461814	3.2322898	unchanging
PCDHA3	3.880533	3.2877848	unchanging
PCDHA9	3.8286939	3.301331	unchanging
PCDHB11	4.4369264	4.405354	unchanging
PCDHB12	2.329123	2.3927543	unchanging
PCDHB5	3.79307	2.5140605	unchanging
PCDHGA8	5.9986196	6.176413	unchanging
PCK1	-3.680861	-3.592139	unchanging
PCNA	7.5625772	7.4554396	unchanging
PCP4L1	-0.9438953	-1.4401357	unchanging
PCSK1	-3.680861	-3.592139	unchanging
PCSK5	1.4253385	1.8817922	unchanging
PCSK9	4.563899	3.430229	down
PDCL	5.5691743	5.4363813	unchanging
PDCL2	-3.680861	-3.4401355	unchanging
PDE3A	4.8548465	3.5932872	down
PDE3B	2.1990626	3.114453	unchanging
PDE4C	-3.528858	-2.4401357	unchanging
PDE6B	1.9629952	2.9521816	unchanging
PDE6C	-3.680861	-3.592139	unchanging
PDE6H	-3.680861	-3.592139	unchanging
PDGFB	2.2525017	3.0517173	unchanging
PDGFC	5.537231	6.2654967	up
PDGFRA	0.27849698	-1.4401357	unchanging
PDIA2	-2.528858	-3.4401355	unchanging
PDIA4	8.039098	8.144357	unchanging
PDIA6	8.238499	8.334239	unchanging
PDK1	3.2393262	3.1297197	unchanging
PDLIM1	4.590083	4.6736064	unchanging
PDLIM2	0.37803268	1.4178451	unchanging
PDLIM3	-0.06942624	-0.63278085	unchanging
PDSS1	2.085852	2.4906015	unchanging
PDXP	4.531838	4.174574	unchanging
PDZD9	-3.528858	-3.4401355	unchanging
PEA15	6.8121047	6.7509236	unchanging
PEAK1	5.0180364	5.8795366	up
PEBP1	7.514853	7.4622393	unchanging
PERP	7.0551653	7.087341	unchanging
PEX11A	3.2525017	3.1297197	unchanging
PEX11B	4.2058516	4.0110755	unchanging
PEX13	5.118601	4.821959	unchanging
PF4V1	-3.680861	-3.592139	unchanging
PFDN5	6.5399203	6.635343	unchanging
PGA5	-3.680861	-3.592139	unchanging
PGAM1	7.731474	7.707069	unchanging
PGAM5	6.2736583	6.0517173	unchanging
PGAP1	5.1750455	5.6762085	unchanging
PGP	4.7095466	4.301331	unchanging
PGR	1.6004251	4.625953	up
PGRMC2	6.9151216	7.0517173	unchanging
PHACTR2	7.6591125	6.6565795	down
PHACTR3	-3.680861	-3.592139	unchanging
PHB	5.7726383	5.7668786	unchanging
PHKA1	4.1077666	4.3736453	unchanging
PHKG2	3.4253385	3.5598645	unchanging
PHLDA2	1.3291231	1.0834262	unchanging
PHPT1	4.164629	4.0912457	unchanging
PHYH	5.1004987	3.9944925	down
PIAS2	4.77035	4.460731	unchanging
PIEZO1	4.6903105	5.998656	up
PIGH	4.085852	3.9174163	unchanging
PIGN	5.64357	5.484677	unchanging
PIGS	6.0858517	6.122106	unchanging
PIGV	3.3291233	3.2037203	unchanging
PIK3AP1	3.6903105	3.788683	unchanging
PIK3C2B	4.048571	4.3147516	unchanging
PIK3R3	8.292119	7.909146	unchanging
PILRA	0.7930702	1.2037203	unchanging
PIM2	2.49351	2.260304	unchanging
PION	3.880533	3.7595365	unchanging
PIWIL4	0.37803268	-2.4401357	unchanging
PJA2	7.774923	7.6532817	unchanging
PKD1	4.7885547	5.1523213	unchanging
PKIG	2.8805332	2.9349036	unchanging
PKNOX2	-3.680861	-3.592139	unchanging
PKP3	4.3103456	4.2877846	unchanging
PLA2G2F	-3.680861	-3.592139	unchanging
PLA2G4B	2.1990626	2.466755	unchanging
PLA2G4C	-3.680861	-3.4401355	unchanging
PLA2G4E	-3.680861	-3.592139	unchanging
PLAC8	-0.9438953	-0.118207715	unchanging
PLAGL2	5.1750455	4.840635	unchanging
PLCB2	-2.528858	-3.592139	unchanging
PLCH1-AS2	-3.680861	-3.592139	unchanging
PLCL2-AS1	-3.680861	-3.4401355	unchanging
PLCXD1	3.1293538	3.2463648	unchanging
PLCXD2-AS1	-3.680861	-3.592139	unchanging
PLD1	3.5900831	3.341224	unchanging
PLD4	-3.680861	-3.592139	unchanging
PLD5	-3.680861	-3.592139	unchanging
PLEC	5.641067	6.207323	unchanging
PLEK	-3.680861	-3.592139	unchanging
PLEKHG2	4.5045652	4.5598645	unchanging
PLEKHG5	2.448422	2.2037203	unchanging
PLEKHH2	3.341507	3.341224	unchanging
PLEKHN1	-3.680861	-2.4401357	unchanging
PLIN3	5.2590446	4.9130106	unchanging
PLIN4	0.8634595	0.80779165	unchanging
PLK2	7.0438423	8.167194	up
PLK3	-0.9438953	0.14482673	unchanging
PLK4	5.284923	5.4516478	unchanging
PLP1	-3.680861	-3.592139	unchanging
PLRG1	6.415122	6.4022145	unchanging
PLXNA4	-0.9438953	0.64732707	unchanging
PLXNB2	7.407044	7.261171	unchanging
PMF1	4.2393265	3.8359888	unchanging
PMP2	-3.528858	-3.4401355	unchanging
PMP22	3.8374643	4.9944925	up
PMS1	4.8634596	4.7790327	unchanging
PNLIP	-3.680861	-3.592139	unchanging
PNMA6A	1.4253385	1.6042583	unchanging
PNPLA3	3.72853	3.4178452	unchanging
PNPT1	4.9468756	4.890781	unchanging
PNRC2	7.090445	6.8429523	unchanging
POGK	6.7783427	6.7222557	unchanging
POLA2	5.0180364	4.8313274	unchanging
POLE3	7.132029	7.062696	unchanging
POLG	5.304032	5.1335115	unchanging
POLR1C	3.4253385	3.4178452	unchanging
POLR2B	7.398179	7.360764	unchanging
POLR2J	4.72853	4.821959	unchanging
POLR3G	2.304032	2.5598643	unchanging
POLRMT	3.1004987	3.1297197	unchanging
POR	5.8396482	5.5140605	unchanging
POU4F1	3.8634596	3.7982688	unchanging
PPAN	3.025731	3.2180758	unchanging
PPAP2C	5.4195094	5.2073226	unchanging
PPARGC1A	4.3959546	2.8636448	down
PPARGC1B	2.9789367	3.4425073	unchanging
PPCDC	2.9305737	2.8636448	unchanging
PPCS	5.2226863	5.0233884	unchanging
PPEF1	-3.528858	-3.592139	unchanging
PPFIA3	2.8805332	2.7096112	unchanging
PPIB	7.6665144	8.018784	unchanging
PPM1E	2.8461814	3.0834265	unchanging
PPM1G	6.8319893	6.6083508	unchanging
PPM1M	2.558605	2.7297893	unchanging
PPP1R12C	3.0409975	3.5371442	unchanging
PPP1R18	3.802059	3.788683	unchanging
PPP1R1C	-3.528858	-1.4401357	unchanging
PPP1R3D	2.994704	3.341224	unchanging
PPP1R9B	4.909934	5.04368	unchanging
PPP2R5B	2.2525017	2.6259534	unchanging
PPP3CA	5.9848695	6.159777	unchanging
PPP4R2	6.85052	6.806605	unchanging
PPP6R3	7.082167	7.083426	unchanging
PPWD1	4.6460676	4.6097126	unchanging
PRAC	-3.680861	-3.592139	unchanging
PRAF2	3.5691743	3.2180758	unchanging
PRAMEF11	-3.680861	-3.592139	unchanging
PRAMEF14	-3.680861	-3.592139	unchanging
PRAMEF15	-3.680861	-3.592139	unchanging
PRAMEF17	-3.680861	-3.592139	unchanging
PRAMEF22	-3.680861	-3.592139	unchanging
PRAMEF3	-3.680861	-3.592139	unchanging
PRAMEF5	-3.680861	-3.592139	unchanging
PRCD	-2.528858	-2.4401357	unchanging
PRDM10	4.0561047	3.9435685	unchanging
PRDX2	7.014174	6.604258	unchanging
PRDX3	8.048099	7.8521857	unchanging
PRDX4	6.214293	6.2498617	unchanging
PRELID2	2.0561047	1.8077917	unchanging
PRG3	-3.680861	-3.592139	unchanging
PRICKLE1	3.0409975	4.3280487	up
PRIMA1	6.0161066	4.6313267	down
PRKACB	5.9326215	5.992406	unchanging
PRKACG	0.17158182	-0.44013572	unchanging
PRKAR1B	3.3780327	2.9521816	unchanging
PRKAR2A	6.8231854	6.8371515	unchanging
PRKCD	4.0409975	3.678805	unchanging
PRKCI	6.6094136	6.611073	unchanging
PRKCSH	6.7226243	6.6056237	unchanging
PRKRIP1	3.6708145	3.5932872	unchanging
PRLH	-3.680861	-3.592139	unchanging
PRM3	-3.680861	-3.592139	unchanging
PRND	-3.680861	-3.4401355	unchanging
PRNT	-3.680861	-3.592139	unchanging
PRODH	4.245929	3.189221	unchanging
PROS1	3.5479577	3.4053543	unchanging
PROX1	-1.528858	-3.4401355	unchanging
PRPF40A	7.4732537	7.3688283	unchanging
PRPSAP1	5.2688036	5.0069475	unchanging
PRPSAP2	4.9468756	4.803038	unchanging
PRR14L	6.372009	6.2498617	unchanging
PRR15	2.5372312	2.417845	unchanging
PRR16	-3.528858	-1.8551732	unchanging
PRR22	-0.9438953	0.46675485	unchanging
PRR23C	-3.680861	-3.592139	unchanging
PRR5L	0.55860496	0.8817923	unchanging
PRRC2A	7.762313	7.7790327	unchanging
PRRG3	4.459827	4.035598	unchanging
PRSS1	1.6805955	1.0192958	unchanging
PRSS22	1.471142	1.6042583	unchanging
PRSS37	-2.528858	-3.592139	unchanging
PRSS44	-3.680861	-3.592139	unchanging
PRSS45	-3.680861	-3.592139	unchanging
PRSS54	1.6004251	0.9521816	unchanging
PRYP3	-3.680861	-3.592139	unchanging
PSD3	4.150622	4.4178452	unchanging
PSENEN	4.2393265	4.0990233	unchanging
PSG5	-3.680861	-3.592139	unchanging
PSG6	-3.680861	-3.592139	unchanging
PSMA1	7.0400476	6.987177	unchanging
PSMA6	5.891102	5.831327	unchanging
PSMB11	-3.680861	-3.592139	unchanging
PSMC3	6.039098	5.934904	unchanging
PSMC3IP	4.3659596	3.9944925	unchanging
PSMD12	6.515536	6.480217	unchanging
PSMD14	6.620889	6.5256486	unchanging
PSMD5	6.187104	6.27411	unchanging
PSMD7	6.176774	6.0090127	unchanging
PSMG1	5.2393265	5.156054	unchanging
PSMG2	5.157643	4.886294	unchanging
PSTPIP2	3.7379286	3.3927543	unchanging
PTCH2	0.47114208	1.0192958	unchanging
PTCHD1	4.372009	4.3147516	unchanging
PTCRA	-3.680861	-3.592139	unchanging
PTF1A	-3.680861	-3.592139	unchanging
PTGES3	8.794197	8.85764	unchanging
PTGR2	3.5691743	3.367219	unchanging
PTK2B	1.9629952	2.4425075	unchanging
PTPLA	-0.06942624	1.8452666	unchanging
PTPLAD1	7.913567	7.75154	unchanging
PTPN11	8.024292	7.961277	unchanging
PTPN20B	3.0409975	2.9349036	unchanging
PTPN7	-3.680861	-2.4401357	unchanging
PTPN9	5.7095466	5.593287	unchanging
PTPRK	6.3430476	6.2091208	unchanging
PTPRQ	0.27849698	-0.118207715	unchanging
PTPRU	2.994704	4.04368	unchanging
PTRF	4.4369264	5.04368	unchanging
PTRH2	3.641067	3.678805	unchanging
PTTG1	5.2492194	5.167195	unchanging
PTX4	-3.680861	-3.592139	unchanging
PUM2	7.6170745	7.4379153	unchanging
PUS3	3.651051	3.430229	unchanging
PUS7L	5.4654956	5.6366796	unchanging
PXDN	3.5372312	1.9521816	down
PYGB	5.5848846	5.582232	unchanging
PYHIN1	-3.680861	-3.592139	unchanging
PYY2	-3.680861	-3.592139	unchanging
QDPR	4.0103006	4.0597105	unchanging
QPRT	4.6158004	4.754621	unchanging
QRFP	-3.680861	-3.4401355	unchanging
QRICH1	5.8656044	5.7121487	unchanging
QSOX1	6.5426044	6.826651	unchanging
R3HDM2	5.5399203	5.5457063	unchanging
RAB11FIP2	4.8762836	4.990317	unchanging
RAB13	5.164629	4.947881	unchanging
RAB1A	7.1663704	7.256832	unchanging
RAB21	6.986842	7.142006	unchanging
RAB24	2.9140856	3.260304	unchanging
RAB26	0.056104653	0.5598642	unchanging
RAB32	4.590083	4.5877705	unchanging
RAB34	5.7308855	5.8544846	unchanging
RAB35	5.2655582	5.06369	unchanging
RAB39	0.93057376	0.64732707	unchanging
RAB3C	-1.2069298	-2.4401357	unchanging
RAB3GAP1	6.489342	6.411613	unchanging
RAB3IL1	-0.9438953	-0.63278085	unchanging
RAB40A	-1.2069298	-0.85517323	unchanging
RAB40B	3.7379286	3.788683	unchanging
RAB8A	5.765763	5.4876423	unchanging
RABEP2	2.6208892	2.341224	unchanging
RABIF	4.5045652	4.2463646	unchanging
RABL3	5.454136	5.035598	unchanging
RAD51AP1	6.281714	6.0970826	unchanging
RAD51B	2.9140856	2.260304	unchanging
RAF1	6.5652194	6.5442824	unchanging
RALBP1	7.4077797	7.3420434	unchanging
RAP2A	6.4626637	6.765658	unchanging
RAPGEF2	4.751913	5.1182847	unchanging
RAPGEF4	1.0561047	0.36721915	unchanging
RAPGEF5	6.3150635	5.0557194	down
RARB	2.1149983	1.4667549	unchanging
RASA3	4.8591595	4.3927546	unchanging
RASAL1	2.6004252	3.8452666	unchanging
RASGRF2	-0.7215031	0.14482673	unchanging
RASGRP1	1.8974068	3.8997142	up
RASL10B	-0.06942624	1.1448267	unchanging
RASL11B	0.55860496	1.7693176	unchanging
RASSF5	0.7930702	0.8817923	unchanging
RASSF6	4.660967	1.8817922	down
RB1	3.8548462	3.9085922	unchanging
RBBP8	7.2343545	7.5457063	unchanging
RBBP9	5.9285226	5.849883	unchanging
RBFOX2	6.5965557	6.882919	unchanging
RBM12	7.611333	7.3840275	unchanging
RBM15	3.459827	3.4053543	unchanging
RBM24	-3.528858	-2.4401357	unchanging
RBM25	6.9326215	6.7360377	unchanging
RBM39	6.756544	6.7644353	unchanging
RBM5	5.970988	6.181916	unchanging
RBMS1	5.582278	5.952182	unchanging
RBMS2	4.3900056	4.4965024	unchanging
RBMS3-AS2	-3.680861	-3.592139	unchanging
RBMX	8.0922785	7.9376173	unchanging
RBMY1A1	-3.680861	-3.592139	unchanging
RBMY1B	-3.680861	-3.592139	unchanging
RBP4	2.1149983	-0.85517323	unchanging
RBP5	-3.528858	-1.4401357	unchanging
RBP7	3.1853876	3.2877848	unchanging
RCC1	5.744938	5.899714	unchanging
RDH8	-3.680861	-3.592139	unchanging
RECQL	6.9579773	6.828991	unchanging
RELL1	2.49351	3.067659	unchanging
RELT	1.471142	1.3147516	unchanging
REPIN1	5.5426044	5.62056	unchanging
RERG	-3.680861	2.0834262	up
REV1	4.9305735	5.0110755	unchanging
REXO1	2.2260296	2.2037203	unchanging
RFC1	6.7975717	6.6526213	unchanging
RFWD3	6.4224267	6.3280487	unchanging
RFX2	-0.9438953	-2.4401357	unchanging
RGAG1	-3.680861	-3.592139	unchanging
RGL2	5.5796666	5.23229	unchanging
RGL4	1.0561047	2.0517173	unchanging
RGN	-3.680861	-3.592139	unchanging
RGPD5	6.4669094	6.575279	unchanging
RGR	-3.680861	-3.592139	unchanging
RGS14	1.7930701	2.341224	unchanging
RGS17	0.37803268	0.64732707	unchanging
RGS20	-0.20692979	-0.27021074	unchanging
RGS22	-3.680861	1.0192958	unchanging
RGS5	1.558605	2.0192957	unchanging
RGS9	-3.680861	-1.4401357	unchanging
RHBDD2	5.822081	5.7272825	unchanging
RHBDF1	2.085852	2.0192957	unchanging
RHBDL2	0.37803268	0.64732707	unchanging
RHBDL3	0.7930702	-0.44013572	unchanging
RHBG	-3.680861	-3.592139	unchanging
RHD	-2.528858	-0.85517323	unchanging
RHO	-3.680861	-3.592139	unchanging
RHOA-IT1	-3.528858	-3.592139	unchanging
RHOJ	-3.680861	-3.4401355	unchanging
RHOQ	6.30877	6.122106	unchanging
RHPN1	2.8634596	3.1745741	unchanging
RHPN2	4.7885547	4.6839857	unchanging
RICTOR	4.9509225	5.075564	unchanging
RIF1	6.945862	7.042672	unchanging
RIMBP3B	-0.06942624	0.46675485	unchanging
RIMS1	0.17158182	-0.85517323	unchanging
RIMS2	4.192241	4.0597105	unchanging
RIMS3	3.4823694	3.779033	unchanging
RINL	1.558605	1.0834262	unchanging
RIPK1	4.9789367	4.877277	unchanging
RIPK4	4.8889947	2.8817923	down
RLN2	1.471142	0.8817923	unchanging
RN7SL1	6.918225	7.909146	up
RNASE11	-3.680861	-3.592139	unchanging
RNASE3	-3.680861	-3.592139	unchanging
RNASEH2A	4.85052	4.537144	unchanging
RNASEK	6.080321	5.7222557	unchanging
RND2	3.7565444	3.9349036	unchanging
RND3	3.8374643	5.035598	up
RNF113A	2.6805956	2.3147516	unchanging
RNF115	5.2945094	5.210916	unchanging
RNF122	2.278497	1.9521816	unchanging
RNF123	4.372009	4.260304	unchanging
RNF138	5.765763	5.7717524	unchanging
RNF14	5.5045652	5.1297197	unchanging
RNF144A	5.125778	4.6683884	unchanging
RNF144B	6.2492194	7.385618	up
RNF148	-3.680861	-3.4401355	unchanging
RNF187	6.202461	6.1448264	unchanging
RNF2	5.278497	5.0274696	unchanging
RNF25	3.5586047	3.5822322	unchanging
RNF34	5.4018793	5.200109	unchanging
RNF44	4.1077666	4.1221066	unchanging
RNF7	4.6708145	4.8266506	unchanging
RNFT2	4.774923	4.986129	unchanging
RNH1	5.1541367	4.9174166	unchanging
RNMT	6.1853876	5.919614	unchanging
RNPS1	6.176774	6.112533	unchanging
ROCK1	6.4180484	6.8336596	unchanging
ROCK2	6.5114317	6.8475766	unchanging
ROPN1B	-0.9438953	-3.592139	unchanging
RORA	2.8634596	2.5140605	unchanging
RORB	1.6004251	0.5598642	unchanging
RORC	2.1435673	2.4425075	unchanging
RP1-102E24.8	-0.5288579	-0.44013572	unchanging
RP11-100E13.1	-3.680861	-3.4401355	unchanging
RP11-100F15.2	-3.680861	-3.592139	unchanging
RP11-100L22.3	-3.680861	-3.592139	unchanging
RP11-100N20.1	-3.680861	-3.592139	unchanging
RP11-1018N14.4	-3.680861	-3.592139	unchanging
RP11-101E14.2	-3.680861	-3.592139	unchanging
RP11-1020M18.10	-3.680861	-3.592139	unchanging
RP11-1026M7.2	1.8634596	1.0192958	unchanging
RP11-102C16.3	-3.680861	-3.592139	unchanging
RP11-102J14.1	-3.680861	-3.592139	unchanging
RP11-102N11.1	-3.680861	-3.592139	unchanging
RP11-1036E20.9	-3.680861	-3.592139	unchanging
RP11-1057B8.2	-3.680861	-3.592139	unchanging
RP11-1069G10.2	-3.680861	-2.4401357	unchanging
RP11-1070N10.6	3.7472668	0.7297893	down
RP11-1082L8.4	-3.680861	-3.592139	unchanging
RP11-1084A12.2	0.17158182	0.46675485	unchanging
RP11-1084I9.1	-3.680861	-3.592139	unchanging
RP11-1085N6.4	-3.680861	-3.592139	unchanging
RP11-108E14.1	-3.680861	-3.592139	unchanging
RP11-108K14.4	-1.9438953	-1.4401357	unchanging
RP11-108K3.3	-3.680861	-3.592139	unchanging
RP11-108M12.3	-2.528858	-2.4401357	unchanging
RP11-109D20.1	-3.680861	-3.592139	unchanging
RP11-10A14.7	-3.680861	-3.592139	unchanging
RP11-10C8.2	-3.680861	-3.592139	unchanging
RP11-10K16.1	-0.20692979	1.1448267	unchanging
RP11-10O22.1	-3.680861	-3.592139	unchanging
RP11-110G21.1	-1.2069298	-1.1182077	unchanging
RP11-110G21.2	-3.680861	-3.592139	unchanging
RP11-111F5.3	-3.528858	-3.4401355	unchanging
RP11-113E21.1	-3.680861	-3.592139	unchanging
RP11-113K21.4	-0.5288579	-0.63278085	unchanging
RP11-1141N12.1	-3.680861	-3.592139	unchanging
RP11-1143G9.4	-3.528858	-2.4401357	unchanging
RP11-1144P22.1	-3.680861	-3.592139	unchanging
RP11-114B7.6	-3.680861	-3.592139	unchanging
RP11-114F10.3	-3.680861	-3.4401355	unchanging
RP11-114G22.1	-3.680861	-3.592139	unchanging
RP11-114M1.1	-3.680861	-3.4401355	unchanging
RP11-114O8.1	-3.680861	-3.592139	unchanging
RP11-115E19.1	-3.680861	-3.592139	unchanging
RP11-115F18.1	-3.680861	-3.592139	unchanging
RP11-115J16.1	-3.680861	-3.592139	unchanging
RP11-115K3.1	-3.680861	-3.592139	unchanging
RP11-117D22.1	-3.680861	-3.592139	unchanging
RP11-117D22.2	-3.680861	-3.592139	unchanging
RP11-118A3.1	-3.680861	-3.592139	unchanging
RP1-111D6.3	-3.680861	-3.592139	unchanging
RP11-1212A22.4	5.3780327	5.5542173	unchanging
RP11-1217F2.15	-3.680861	-3.592139	unchanging
RP11-121A14.2	-3.680861	-3.592139	unchanging
RP11-122A3.2	3.5691743	3.6891472	unchanging
RP11-122K13.7	-3.680861	-3.592139	unchanging
RP11-123B3.2	-3.680861	-3.592139	unchanging
RP11-123H22.1	-3.680861	-3.592139	unchanging
RP11-123O22.1	-3.680861	-3.592139	unchanging
RP11-124G5.3	-3.680861	-3.592139	unchanging
RP11-124I4.2	-3.680861	-3.592139	unchanging
RP11-125H8.2	2.2260296	2.7096112	unchanging
RP11-125O5.2	-3.680861	-3.592139	unchanging
RP11-126H7.3	-0.9438953	-3.4401355	unchanging
RP11-127B16.1	-3.680861	-3.592139	unchanging
RP11-127L21.1	-3.680861	-3.592139	unchanging
RP11-1286E23.7	-3.680861	-3.592139	unchanging
RP11-1286E23.8	-3.680861	-3.592139	unchanging
RP11-129J12.1	-3.680861	-3.592139	unchanging
RP11-129K20.2	-3.680861	-3.592139	unchanging
RP11-129M6.1	-3.680861	-3.592139	unchanging
RP11-12A1.1	0.056104653	1.2037203	unchanging
RP11-12A16.3	-3.680861	-3.592139	unchanging
RP11-12M5.3	-3.680861	-3.592139	unchanging
RP11-130F10.1	-3.680861	-3.592139	unchanging
RP11-131J3.1	-1.528858	-1.8551732	unchanging
RP11-132A1.4	1.7930701	2.0192957	unchanging
RP11-132M7.3	-3.680861	-3.592139	unchanging
RP11-132N15.1	-3.680861	-3.592139	unchanging
RP11-133L14.5	-3.680861	-3.592139	unchanging
RP11-133N21.10	-3.528858	-3.592139	unchanging
RP11-134F2.2	-3.680861	-3.592139	unchanging
RP11-134G8.7	-3.680861	-3.592139	unchanging
RP11-135A1.2	-3.680861	-3.592139	unchanging
RP11-136B18.2	-3.680861	-3.592139	unchanging
RP11-136I14.5	-3.680861	-3.592139	unchanging
RP11-136K14.1	-3.680861	-3.4401355	unchanging
RP11-138E16.1	-3.680861	-3.592139	unchanging
RP11-138H8.2	-3.680861	-3.592139	unchanging
RP11-138I17.1	-3.680861	-3.592139	unchanging
RP11-1396O13.11	-3.680861	-3.592139	unchanging
RP11-1398P2.1	-3.680861	-3.592139	unchanging
RP11-139I14.2	-3.680861	-3.592139	unchanging
RP11-139J15.2	-0.5288579	-0.118207715	unchanging
RP11-13A1.1	-3.680861	-2.4401357	unchanging
RP11-1407O15.2	5.304032	5.3639956	unchanging
RP11-140L24.4	6.627225	6.5023785	unchanging
RP11-141A19.1	-3.680861	-3.592139	unchanging
RP11-141M1.4	0.47114208	-1.1182077	unchanging
RP11-142J21.2	-3.680861	-3.592139	unchanging
RP11-144A16.5	-3.680861	-3.592139	unchanging
RP11-144G7.2	2.329123	2.5598643	unchanging
RP11-145A3.2	-3.680861	-3.592139	unchanging
RP11-145G20.1	-3.680861	-3.592139	unchanging
RP11-147G7.3	-3.680861	-3.592139	unchanging
RP11-148B18.3	-3.680861	-3.592139	unchanging
RP11-148O21.4	-3.680861	-3.592139	unchanging
RP11-14I17.3	-3.680861	-3.4401355	unchanging
RP11-14I4.3	-3.680861	-3.592139	unchanging
RP11-14O19.2	-3.680861	-3.592139	unchanging
RP11-150O12.2	-3.680861	-3.592139	unchanging
RP11-153F1.2	-3.680861	-3.592139	unchanging
RP11-153K16.1	-3.680861	-3.592139	unchanging
RP11-153M7.5	-3.680861	-3.592139	unchanging
RP11-154F14.2	-3.680861	-3.592139	unchanging
RP11-154J22.1	0.27849698	-0.118207715	unchanging
RP11-158D2.2	-3.680861	-3.592139	unchanging
RP11-158I13.2	4.335328	4.0912457	unchanging
